location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Essaouira,Morocco,Morocco,Essaouira Port,31.5132,-9.7707,"Seafood tasting, street food, local specialties","Coastal town famous for its fresh seafood, street food, and unique local delicacies.",$$,7,"seafood, street food, coastal",https://pixabay.com/get/g6fc2c5a9ce75f0dd26f7782956d110a36a979df0192f112010b754ecf9e93ca0c33683d1bc17c2da9aa62b33df84df267ffa90ce9d951f8d6c985b6a496fa736_640.jpg
Alexandria,Egypt,Egypt,Corniche Area,31.2001,29.9093,"Trying local seafood, street food, Egyptian specialties",Mediterranean city known for its fresh seafood and diverse street food scene.,$$,6,"seafood, street food, Egyptian cuisine",https://pixabay.com/get/gea05448a8afac72ab654d879ece6bf521c4a05273e8e6be1295401d1acf36133784750962e18d6fea62e6957d9bd3bc5d4bef6c76303c9e2d8be5d3255b8cfb7_640.png
Algiers,Algeria,Algeria,Kasbah of Algiers,36.7752,3.0661,"Exploring traditional cuisine, trying stews and pastries","Historic district offering a blend of Arab, Berber, Turkish, and French culinary influences.",$$,6,"traditional cuisine, stews, pastries",https://pixabay.com/get/gf711c379ece6a8b675946d32c37bbd4a165147f0bd5cd948cf4e8394185a2618ee9a7a744fbad77cd040e61f1344cf569b6ffd71b9e1e26209e7f52574053fbc_640.jpg
Tangier,Morocco,Morocco,Tangier Medina,35.7833,-5.8,"Food tours, exploring spice markets, tasting traditional dishes",Crossroads of cultures with a vibrant culinary scene and bustling markets.,$$,7,"food tour, markets, spice",https://pixabay.com/get/g990edb1ed8e22bddc0eea948f7460396456736f190ab0edec376a020fb7457b2437768680ee523feb86936f8ae01a57522cd7108e874d23c0f3e6e2638ee31bb_640.jpg
Serengeti National Park,Serengeti,Tanzania,Endless Plains,-2.333333,34.833332,"Wildlife viewing, Great Migration observation",Vast plains famous for the annual wildebeest migration and large predator populations.,$$$,9,"safari,wildlife,migration,savanna",https://pixabay.com/get/gab4257dc1bf36dde10c946f8052e26e2bbbb98b74e4c94daf073020c3407169397fa6af2a496e6b9d19b266d23b8d672417e3c2be9f66323d309b6ce461b317e_640.jpg
Maasai Mara National Reserve,Maasai Mara,Kenya,Mara River,-1.49,35.14389,"Wildlife viewing, witnessing the Great Migration river crossing",Iconic reserve known for its abundant wildlife and dramatic river crossings during the migration.,$$$,9,"safari,wildlife,migration,big five",https://pixabay.com/get/g69297262095614a87de8b142a372ee0abb43e1f75f40797fc4f4bb4dc9a8dd2ca5c55e55be72a5374a8865353edb43a75a924432c12b292899c33fa6b78fd613_640.jpg
Kruger National Park,Kruger,South Africa,Southern Kruger,-25.3551,31.8894,"Self-drive safaris, Big Five spotting","One of Africa's largest and most famous parks, offering excellent Big Five viewing.",$$,9,"safari,wildlife,big five,self-drive",https://pixabay.com/get/g361188dc2840f5b1a775858140c4511d602a5d89d29dfa17eed1ccfa22d6bb2ca2dd9ab126fea3dcf1822b3c1150b87a7c1902afb203a2b92e1da1445eb770c9_640.jpg
Victoria Falls,Victoria Falls,Zambia/Zimbabwe,Devil's Cataract,-17.924444,25.856667,"Viewing the falls, bungee jumping, white-water rafting","Spectacular 'Smoke that Thunders' waterfall on the Zambezi River, a natural wonder.",$$,9,"waterfall,nature,adventure,Zambezi",https://pixabay.com/get/g0347ba80aaf0866f0bc8e6f3d99559e240bda5df133bd662335c821f551093601e99289777f1b4a40cdfefbbb01fb43ea735f7abad791f3125a71ea2b9fa3768_640.jpg
Okavango Delta,Okavango,Botswana,Moremi Game Reserve,-19.318701,22.446918,"Mokoro (dugout canoe) safaris, wildlife viewing","Unique inland delta teeming with diverse wildlife, best explored by water.",$$$$,8,"delta,wildlife,mokoro,mokoro",https://pixabay.com/get/gb98715a5d8745ace7cb821e67c2d55278992adc4594332b23caa309e557a51746b94cc4f0dee4b2da9eacfb2adab4167_640.jpg
Namib-Naukluft National Park,Namib Desert,Namibia,Sossusvlei Dunes,-24.72739,15.342391,"Dune climbing, desert photography, stargazing","Dramatic red sand dunes of the Namib Desert, including iconic Sossusvlei.",$$,8,"desert,dunes,photography,landscape",https://pixabay.com/get/g698d93c206d368e60a62b6a564e20653f8b2d1096ab71fe73890670e640699b46d09a909d9ca9d6a914760f59cefc7f272fe4d9e88c1fe3948ba41d62573cf21_640.jpg
Bwindi Impenetrable National Park,Bwindi,Uganda,Mountain Gorilla Trekking Areas,-1.05,29.7167,Mountain gorilla trekking,"Primary habitat for endangered mountain gorillas, offering a unique primate encounter.",$$$$,8,"gorillas,trekking,rainforest,primates",https://pixabay.com/get/g8a9e96082e71c6863c2a7595e43d4d0c7aa317cf2a6c61855916b47a74b36ed5ecb060dabde362475ce140ccf604b99ff66d6738b3534edbf64433d5bf194bb5_640.jpg
Zanzibar Archipelago,Zanzibar,Tanzania,Nungwi Beach,-5.725856,39.298569,"Beach relaxation, snorkeling, diving",Tropical island paradise with white sandy beaches and vibrant coral reefs.,$$,7,"beach,island,snorkeling,diving",https://pixabay.com/get/g842255c5104dbf14b1020e9d7b9220aefdd55c73bf17bad0990f6f1455a19c60c17b3f3eff8f6d9aba53e459c3d610a32232deca83f65a8b798f51ac4502b51c_640.jpg
Cape Town,Western Cape,South Africa,Table Mountain National Park,-33.9604,18.4013,"Hiking, scenic views, cable car ride",Iconic flat-topped mountain offering stunning views over Cape Town and coastline.,$$,9,"mountain,hiking,views,nature",https://pixabay.com/get/g827db3c503d9d7f223efcbc09c7a446967c18d1569279ef7446515379c8181a673a613eada855de32ce5db8aa6a8610d_640.jpg
Chobe National Park,Chobe,Botswana,Chobe Riverfront,-18.6667,24.5,"Boat safaris, elephant viewing",Famous for its massive elephant herds and diverse birdlife along the Chobe River.,$$$,8,"wildlife,elephants,river,safari",https://pixabay.com/get/gad2563d8d227981e628052f411e5c6dc53f23485511c1a501b755cf2db7aa27d617e4c8e930c44b338f965cc02d3f87bd1858a33584b67c0394f6c095a3b4920_640.jpg
Panama City,Panama,Panama,Casco Viejo,8.9521,-79.5276,"Explore colonial architecture, street art, artisan shops, and vibrant nightlife.","Historic district with colonial charm, vibrant street art, and unique boutiques.",$$,8,"colonial, street art, shopping, history, nightlife",https://pixabay.com/get/g9359295a50d3126a7901ebb7f90ea915ed931b7da88c82704e9e2aca6ba9c67be3db5172608c5869bb0d5e10ca6f89e1da69da861f1c499de49595172478f725_640.jpg
Antigua Guatemala,Guatemala,Guatemala,Historic Center,14.5572,-90.7327,"Wander cobblestone streets, admire colorful colonial architecture, visit artisan markets.","Charming colonial city with pastel facades, cobblestone streets, and artisan shops.",$$,8,"colonial, architecture, markets, shopping, UNESCO",https://pixabay.com/get/gae4f6ad645b65ea69bc8bc858fd505740bd0d94be2627002df8e7df3ba1b855d7957fddf7eacb089b944c38fb26c807b040f52838bb426fb6c2612cd67e5c07a_640.jpg
San Jose,Costa Rica,Costa Rica,Mercado Central & National Theater,9.9345,-84.0787,Experience local life at the bustling market and admire the National Theater's architecture.,Bustling market and grand National Theater offer a taste of local life and culture.,$,7,"market, culture, architecture, food",https://pixabay.com/get/g385956bc6dba8ea11d23ba4d5f1364cfb8865969b1edc098045ec82d06580c2d14fc5084bb55aafedaf3e2b1a0efbe12eea1a35d282d24a2242f35e835660bad_640.jpg
Granada,Nicaragua,Nicaragua,Colonial Streets & Municipal Market,11.9477,-85.9564,"Explore colorful colonial architecture, historic churches, and a lively local market.","Vibrant colonial city with colorful buildings, historic churches, and a bustling market.",$$,8,"colonial, architecture, market, history, vibrant",https://pixabay.com/get/ga773e203fec3928ea65b98182608bafa9dc4811b824d4e63061b979c9b6af07253c56f9efafcca767feddf9a0a6c4fadb1041c395a24bcf996572bd0dff04d8f_640.jpg
Leon,Nicaragua,Nicaragua,Street Art & Revolution History,12.4391,-86.8772,Discover vibrant street art depicting Nicaragua's revolutionary history.,"City known for its revolutionary spirit and extensive, historically significant street art.",$,6,"street art, revolution, history, urban",https://pixabay.com/get/ge419070b4ef5c4f5df11d2dafe2b9c2f4fcec496cbae1b5b7ca2ec265310bd74cc552001b783ff96e99a68b6520376a977542c9d004d3a1bd582fe7dc9042d72_640.jpg
San Salvador,El Salvador,El Salvador,Historic Center & Calle El Mirador,13.6924,-89.2182,"Explore restored historic center, vibrant street art, and bustling local markets.",Capital city with a revitalized historic center and colorful street art.,$$,7,"street art, historic, urban, markets, revitalized",https://pixabay.com/get/gdf8c6497a5d3d5a251171ca31175e9be1c12bbbbfd8121bae5dec698ad96d3059d6684ee7ef9969d6819ad05200a28e496e477cd56e4d785922371c1d3f2bf5f_640.jpg
Havana,Cuba,Cuba,Habana Vieja & Callejón de Hamel,23.133,-82.383,"Wander historic streets, admire colonial architecture, and experience vibrant street art and Afro-Cuban culture.","Historic old city with colonial architecture, vibrant street art, and Afro-Cuban influences.",$$,9,"historic, colonial, street art, culture, UNESCO",https://pixabay.com/get/gfad02616b7630b6830b372b13fcf7f5f3095774dccc3b096971d047316b2e6d35b7330afc1f2af865dd84e4e64b1d63be97cfb1543290c460e62004f0343ad26_640.jpg
Belize City,Belize,Belize,Albert Street & Queen Street,17.4956,-88.1788,"Explore bustling markets, colonial architecture, and local crafts.","Coastal city with colonial architecture, lively markets, and a melting pot of cultures.",$$,6,"colonial, markets, culture, historic",https://pixabay.com/get/ga582b4c2f3718de076bf26a0fee4b7ff07841ea11e15b9db01ca9333a10c04c7cfedb9d9a37af431ba4d8d9b0996bb21493dd9fc394641910975439c8dffcd37_640.jpg
Tegucigalpa,Honduras,Honduras,Historic Center & El Centro,14.0815,-87.2174,"Discover colonial architecture, art galleries, and bustling local markets.","Capital city with a historic center, colonial buildings, and vibrant art scene.",$$,6,"historic, colonial, art, markets, culture",https://pixabay.com/get/g40d61282c41a74dd461dec8d4fe53261fff6896e589a0c68456290d23d250f9dacf9c0049d7cae3f7cfc616199a9145e7fb7545365e0b7c6f1ea6a38b3efcbcb_640.jpg
San Isidro,Havana,Cuba,Urban Art District,23.1244,-82.3677,Explore vibrant murals and graffiti in a former crumbling barrio transformed into an art district.,A vibrant urban art district showcasing bold murals and graffiti in a transformed barrio.,$$,7,"street art, urban art, contemporary, bohemian",https://pixabay.com/get/g783fd82d4568be933b9a2fd3ac14d527d2ed416abe197cb606c44c88f79a0f04451769f5278763e9456dfb81b0c345cd_640.jpg
Baños de Agua Santa,Andes,Ecuador,Termas de la Virgen,-1.3944,-78.4175,Soaking in natural hot springs with volcanic minerals.,"Town famous for hot springs, waterfalls, and adventure sports.",$$,8,"hot springs, relaxation, adventure, volcano",https://pixabay.com/get/gaefdd1aaceaae3a16e65395cd618e4b120ec3e181c44c418b330373305a70f25c3288e8909d2f4cca53ac577da0c5593313493a51ba5eba1f82ed89ed4a85952_640.jpg
San Pedro de Atacama,Atacama Desert,Chile,Termas de Puritama,-23.0027,-68.2189,Relaxing in natural thermal pools in a desert oasis.,"Desert town offering unique geysers, stargazing, and hot springs.",$$$,8,"hot springs, desert, stargazing, relaxation",https://pixabay.com/get/g0c5805a219ad816f938fb7ea0d81eb8d10f244102ec00511c37d6ae6b5725fc112952065bebac7103204007b912cab6b_640.jpg
Sacred Valley,Andes,Peru,Samadhi Sacred Valley,-13.1644,-72.259,Yoga and meditation retreats in a serene mountain setting.,"Valley known for Inca ruins, vibrant culture, and spiritual retreats.",$$$$,7,"yoga, meditation, spiritual, ruins",https://pixabay.com/get/g7ab42a582d998524e26cbba97c4f0ba4eecede2e0e6f93b04992e0edb5069cf7d2c4a0077a3291936eb2a1de5430847dbdf6999625c18042be2ba0503492e564_640.jpg
Vilcabamba,Andes,Ecuador,Izhcayluma Eco-resort,-4.25,-79.2333,"Yoga, meditation, and healing therapies in a valley of longevity.","Valley famed for residents' longevity, offering a peaceful, natural escape.",$$,6,"wellness, longevity, nature, yoga",https://pixabay.com/get/g441d8a6e85de3fcf44eb3baf002c3b216005df3c9ae4762e15ab0910c3eb524fc7ffcf659692df5aa95d0a6b29df7fe5195d6d99ba0a95816649e295f620dae9_640.jpg
Puyehue,Patagonia,Chile,Termas de Puyehue,-40.73,-72.46,Soaking in hot springs within a national park.,"National park offering hot springs, hiking, and scenic beauty.",$$$,7,"hot springs, national park, nature, relaxation",https://pixabay.com/get/ge8f20260c53d105bc7c02df9fb903e4f6be011b9722246d3eeda15696a68f345d3585fe877c14e79affefa46d5572207efbd1b95819fee441c8da2261234257f_640.jpg
Punta del Este,Atlantic Coast,Uruguay,Alive Health Spa Resort,-34.9795,-54.9414,"Luxury spa treatments, wellness programs, and rejuvenation.",Upscale beach resort town known for its luxury and vibrant atmosphere.,$$$$$,8,"spa, luxury, wellness, beach",https://pixabay.com/get/gb0b99eef0a5f99a42f8f9f66091c0e5dc3b070b19963e4daf4ad940823d7910ba2ed4c2c847ad318f2bbe0f8ecab18088af9368f13db0570efd7194c197145db_640.jpg
Bariloche,Patagonia,Argentina,"Llao Llao Resort, Golf-Spa",-41.071,-71.3165,"Spa treatments, relaxation, and golf amidst stunning lake and mountain views.",Lakeside city renowned for its Swiss-alpine scenery and outdoor activities.,$$$$,9,"spa, golf, lake, mountains, luxury",https://pixabay.com/get/g4d19da7487aa91a8d2397a4311c517a7ade611a6f870d8fc77b7ab9fe9d200a70dd2c4e9c708d924f1aa893eced4dd41c29fae4fd951c8191117e6105cd4e297_640.jpg
Tayrona National Natural Park,Caribbean Coast,Colombia,Senda Loto,11.3288,-73.9842,Yoga and meditation retreats in a jungle setting near the sea.,"Coastal park with stunning beaches, jungle, and indigenous culture.",$$$,8,"yoga, meditation, jungle, beach, nature",https://pixabay.com/get/g45fb308fedeeb2cd460ecf3b7f992af015ac6722cccc06c736e061f86cff08a04dd6895e6d08045b32a66268a352b0e5366ae1eafa25ec1c9d25ead33ce548f5_640.jpg
Amazon Rainforest,Amazon Basin,Brazil,Juma Opera Boutique Hotel & Spa,-3.119,-60.0216,Relaxing spa treatments in a remote jungle lodge.,Vast rainforest offering incredible biodiversity and eco-lodges.,$$$$,8,"rainforest, spa, wildlife, eco-lodge",https://pixabay.com/get/ga6af2b9de2b7ff1a0ec74b5ec09853c4d41f1b9a3c3dc9b60c18efa8b6ea03f7e4015a4cbc24dd07194ae258fe7fdc10f13248169ed7ec959af862ebc9daeb11_640.jpg
El Chaltén,Patagonia,Argentina,"Hiking trails (e.g., Laguna de los Tres)",-49.3333,-72.8833,Hiking and connecting with nature amidst dramatic mountain landscapes.,Trekking capital with stunning views of Fitz Roy and Cerro Torre.,$$,8,"hiking, trekking, mountains, glaciers, nature",https://pixabay.com/get/gb645018faee9bbddc89f864ba1ea18323165776e7e93e952ef9ff101eed73ae2b7d202ea3bb92a2072542abbfa47bb6e091a1846fd88d37afa9179367cee7c2a_640.jpg
Cairns,Great Barrier Reef,Australia,Agincourt Reef,0,0,Snorkeling and Diving,Explore vibrant coral formations and diverse marine life in crystal-clear waters.,$$$,9,"snorkeling,diving,reef,marine life,outer reef",https://pixabay.com/get/g38e6f46e6e792d5b4169a55de22793ed95a5803b7e032e77cb1131ab929e453d705b227746ccad105f6fc8742828c91807bc54037fe50d602f1fde2186f66685_640.jpg
Exmouth,Ningaloo Reef,Australia,Ningaloo Reef,0,0,Snorkeling and Diving,Swim with whale sharks and manta rays in the world's largest fringing reef.,$$$,9,"snorkeling,diving,whale shark,manta ray,reef",https://pixabay.com/get/g92e528d1eb9ef6b20bffdd44eaf36d01af618e149f99bdf2ee2eee2227f73e37f1918122cf32793041986fee6ef5bb1219dc9de936add3f6d308e9430b3d36e6_640.jpg
Whitsunday Islands,Queensland,Australia,Ngaro Sea Trail,0,0,Kayaking,"Paddle through pristine waters, discover hidden coves and white-sand beaches.",$$,8,"kayaking,islands,beaches,scenic",https://pixabay.com/get/gbeaaa1766a4fd74c649d804a6104d65fdacaa9fdc6d93bc88f0ab879332bbb3fe3361100307270cfdb1e4ed0dfe8478f268164c56276a661d71e76e99df24f82_640.jpg
Byron Bay,New South Wales,Australia,The Pass,0,0,Surfing,Enjoy consistent waves suitable for all skill levels at this famous surf break.,$$,8,"surfing,beginner,intermediate,point break",https://pixabay.com/get/g90dbc7d692762a5dc8969f0e07210904906bb815a30df06d4d67db643c5589685be413f631d612ce44174a1e3dcaa5f8_640.jpg
Sydney,New South Wales,Australia,Gordons Bay,0,0,Snorkeling and Diving,Discover an underwater nature trail teeming with diverse marine life.,$$,7,"snorkeling,diving,urban,nature trail,marine life",https://pixabay.com/get/g92b7374dc450b0d325821eeb5d9c1f10d4413cf65afc9d5614e04756ffd97c4dff005dd897a5a28f6f52a15747f2fe82c45074a6d758074e30dc703c7a1e48ad_640.jpg
Port Douglas,Great Barrier Reef,Australia,Low Isles,0,0,Snorkeling and Diving,A coral cay offering excellent snorkeling with abundant coral and fish.,$$$,8,"snorkeling,diving,reef,coral cay",https://pixabay.com/get/g8199fc63f07de80c2632579339362cf8df117929c74b1b9cdb7bb3db6c8e0e248ef8b2565bd0d362c24f9b2f12da6e061a182b13d3c38d4b6c855b3469c7174f_640.jpg
Bicheno,Tasmania,Australia,Golden Bommies,0,0,Diving,Challenging dive site with coral columns and abundant marine life.,$$$,6,"diving,deep water,challenging,reef",https://pixabay.com/get/g17b625dc980ef29d1bf85f364fe0a6fb1f15d76baf8ac71ab845909942e8a7f0c7afedc1186195111e824fb8480f10774fed5084d3c7a39af778f6256554d960_640.jpg
Gold Coast,Queensland,Australia,Snapper Rocks,0,0,Surfing,World-renowned surf break forming part of the famous 'Superbank'.,$$$,9,"surfing,advanced,point break,iconic",https://pixabay.com/get/g00866951b8cbdbe9f229c74af04c737d727ba1b29c651e8dbdc19d87794e5ee1cb508a2ce12b9094639d76f2dca9f1decaa1d8f88827746eefd6f2fb7dc5580b_640.jpg
Kangaroo Valley,New South Wales,Australia,Upper Shoalhaven River,0,0,Kayaking,Scenic river paddling through gorges with steep cliffs.,$,5,"kayaking,river,scenic,cliffs",https://pixabay.com/get/gd3d68932ca47bf29759c2ba30fbff05a288243e4b2dea1e1d8e2365568433d53744e19e22ee5aa4cdc04331012a7e64fb646758c35a17ec89db5186748507dc2_640.jpg
Fitzroy Island,Great Barrier Reef,Australia,Fitzroy Island Reef,0,0,Snorkeling and Diving,Swim with sea turtles and explore the Great Barrier Reef near Cairns.,$$$,8,"snorkeling,diving,reef,turtles,family-friendly",https://pixabay.com/get/ge721e1b4337488011f524e07ade0209de703b8962ecf91210d9780d8185d116d647c55192368fae48497e80ba984ce45574ca28a5ee505a75a63db07571a661f_640.jpg
Avarua,Rarotonga,Cook Islands,Cook Islands Christian Church,-21.2075,-159.7774,Visit for its historical architecture and local religious services.,Historic church dating back to 1853 with beautiful stone architecture.,$,6,"historical, religious, architecture, church",https://pixabay.com/get/g665ec080d0d88501be85955764080e2c13635ab29e9a3c726801a361c5aa683f697db52d8cfd693a56a706082ea2495b9c90d655bb8028236c9f5c5a2ad84718_640.jpg
Suva,Viti Levu,Fiji,Albert Park,-18.1351,178.4351,Explore the historical site and recreational grounds.,Historic park that hosted significant events in Fiji's history.,$,7,"historical, park, recreation, aviation, independence",https://pixabay.com/get/g523815beac9e4fccf96bb60d774187af966ea8db529bb02776c394c626cc5b364b557ce8f15a644b45d4d8fd9ab092500944b70748dcf42d4d31f6e4c160caf5_640.jpg
