location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Maasai Mara National Reserve,Kenya,-1.49,35.14389,"Game drives, Big Five spotting, balloon safaris",Iconic savannah ecosystem with abundant predators and the Great Migration.,$$$$,9,"safari,wildlife,great migration,nature",https://images.unsplash.com/photo-1582552848181-e14dfec85f7f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxNYWFzYWklMjBNYXJhJTIwTmF0aW9uYWwlMjBSZXNlcnZlJTIwS2VueWF8ZW58MHx8fHwxNzY3MTEwNDgzfDA&ixlib=rb-4.1.0&q=80&w=1080
Kruger National Park,South Africa,-23.9833,31.5333,"Self-drive safaris, guided tours, birdwatching","One of Africa's largest game reserves, renowned for its diverse wildlife.",$$$,9,"safari,wildlife,self-drive,nature",https://images.unsplash.com/photo-1652093481762-bcd4800228f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxLcnVnZXIlMjBOYXRpb25hbCUyMFBhcmslMjBTb3V0aCUyMEFmcmljYXxlbnwwfHx8fDE3NjcxMTA0ODR8MA&ixlib=rb-4.1.0&q=80&w=1080
Okavango Delta,Botswana,-19.25,22.75,"Mokoro (dugout canoe) safaris, birdwatching, game viewing",Unique inland delta with a rich array of aquatic and terrestrial wildlife.,$$$$$,8,"delta,wildlife,mokoro,nature",https://images.unsplash.com/photo-1722645390607-9f69ce4cfadf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxPa2F2YW5nbyUyMERlbHRhJTIwQm90c3dhbmF8ZW58MHx8fHwxNzY3MTEwNDg1fDA&ixlib=rb-4.1.0&q=80&w=1080
Victoria Falls,Zambia/Zimbabwe,-17.924444,25.856667,"Viewing the falls, bungee jumping, white-water rafting",One of the world's largest and most spectacular waterfalls.,$$$,10,"waterfall,adventure,nature,scenic","https://source.unsplash.com/800x600/?Victoria,Falls,ZambiaZimbabwe"
Bwindi Impenetrable National Park,Uganda,-1.0667,29.7,"Mountain gorilla trekking, birdwatching, hiking",Home to nearly half the world's mountain gorilla population.,$$$$,8,"gorilla trekking,wildlife,hiking,rainforest",https://images.unsplash.com/photo-1653645800971-b46f2322da3c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxCd2luZGklMjBJbXBlbmV0cmFibGUlMjBOYXRpb25hbCUyMFBhcmslMjBVZ2FuZGF8ZW58MHx8fHwxNzY3MTEwNDg1fDA&ixlib=rb-4.1.0&q=80&w=1080
Zanzibar Archipelago,Tanzania,-6.0,39.3333,"Snorkeling, diving, spice tours, historical Stone Town exploration","Tropical paradise with pristine beaches, coral reefs, and rich history.",$$$,8,"beach,snorkeling,diving,culture",https://images.unsplash.com/photo-1502452302126-a987e1f3fea4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxaYW56aWJhciUyMEFyY2hpcGVsYWdvJTIwVGFuemFuaWF8ZW58MHx8fHwxNzY3MTEwNDg2fDA&ixlib=rb-4.1.0&q=80&w=1080
Namib-Naukluft National Park,Namibia,-24.75,16.0,"Dune climbing (Sossusvlei), stargazing, desert safaris",Vast desert landscape with towering dunes and unique desert-adapted wildlife.,$$$$,7,"desert,dunes,stargazing,nature",https://images.unsplash.com/photo-1719428554572-066973162587?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxOYW1pYk5hdWtsdWZ0JTIwTmF0aW9uYWwlMjBQYXJrJTIwTmFtaWJpYXxlbnwwfHx8fDE3NjcxMTA0ODZ8MA&ixlib=rb-4.1.0&q=80&w=1080
Avenue of the Baobabs,Madagascar,-19.9167,44.5833,"Photography, scenic walks, cultural immersion",Iconic avenue lined with majestic ancient baobab trees.,$$,7,"scenic,nature,photography,cultural",https://images.unsplash.com/photo-1542524395734-db8f7381a84d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBdmVudWUlMjBvZiUyMHRoZSUyMEJhb2JhYnMlMjBNYWRhZ2FzY2FyfGVufDB8fHx8MTc2NzExMDQ4N3ww&ixlib=rb-4.1.0&q=80&w=1080
South Luangwa National Park,Zambia,-12.5,31.75,"Walking safaris, night game drives, leopard spotting",Renowned as the birthplace of the walking safari.,$$$,7,"walking safari,wildlife,leopard,nature",https://images.unsplash.com/photo-1746656880775-c5ff5d549b90?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTb3V0aCUyMEx1YW5nd2ElMjBOYXRpb25hbCUyMFBhcmslMjBaYW1iaWF8ZW58MHx8fHwxNzY3MTEwNDg3fDA&ixlib=rb-4.1.0&q=80&w=1080
Antigua Guatemala,Guatemala,14.5568,-90.733,"Explore cobblestone streets, colonial architecture, and vibrant markets.",A UNESCO World Heritage site with well-preserved Spanish colonial architecture.,$$,7,"history,architecture,shopping,culture","https://source.unsplash.com/800x600/?Antigua,Guatemala,Guatemala"
Granada,Nicaragua,11.8607,-85.97,Wander through colorful colonial streets and visit historic churches.,"Nicaragua's most charming colonial city, with vibrant architecture and markets.",$$,6,"history,architecture,shopping,culture","https://source.unsplash.com/800x600/?Granada,Nicaragua"
"Casco Viejo, Panama City",Panama,8.97,-79.5355,"Discover street art, boutique shops, and colonial buildings.",A UNESCO World Heritage site with a blend of colonial and modern architecture.,$$$,7,"history,art,shopping,nightlife","https://source.unsplash.com/800x600/?Casco,Viejo,Panama,City,Panama"
San José,Costa Rica,9.9281,-84.0907,"Explore street art, visit the National Theater, and shop in local markets.","Costa Rica's capital, known for its museums, vibrant street art, and markets.",$$,6,"art,culture,shopping,urban","https://source.unsplash.com/800x600/?San,José,Costa,Rica"
León,Nicaragua,12.4372,-86.8778,See revolutionary murals and explore a vibrant university city.,A historically rich city with a strong tradition of street art and political expression.,$,5,"art,history,culture,urban","https://source.unsplash.com/800x600/?León,Nicaragua"
San Salvador,El Salvador,13.6984,-89.194,Discover vibrant street art and explore bustling local markets.,"The capital of El Salvador, known for its dynamic street art scene.",$$,6,"art,culture,urban,markets","https://source.unsplash.com/800x600/?San,Salvador,El,Salvador"
Guatemala City (Historic Center),Guatemala,14.6344,-90.5087,"Explore the historic center, visit Mercado Central for souvenirs.",A bustling capital with a historic district featuring colonial-era architecture.,$$,7,"history,markets,culture,shopping","https://source.unsplash.com/800x600/?Guatemala,City,Historic,Center,Guatemala"
Comayagua,Honduras,14.4533,-87.6315,Tour colonial churches and historic landmarks.,"Honduras' former capital, rich in colonial history and architecture.",$,4,"history,architecture,culture","https://source.unsplash.com/800x600/?Comayagua,Honduras"
La Ceiba,Honduras,15.7556,-86.7739,Explore local markets and experience the city's vibrant atmosphere.,"A coastal city known for its lively culture, markets, and gateway to the Bay Islands.",$$,5,"culture,markets,urban,nightlife","https://source.unsplash.com/800x600/?La,Ceiba,Honduras"
El Tunco,El Salvador,13.578,-89.5996,"Enjoy street art, local crafts, and the surf town vibe.",A popular surf town with a lively atmosphere and vibrant street art.,$$,5,"surf,art,urban,shopping","https://source.unsplash.com/800x600/?El,Tunco,El,Salvador"
Great Barrier Reef,Australia,-18.2871,147.6992,Snorkeling and Diving,World-renowned coral reef system teeming with marine life.,$$$,10,"diving,snorkeling,marine life,nature","https://source.unsplash.com/800x600/?Great,Barrier,Reef,Australia"
Bells Beach,Australia,-38.3669,144.2847,Surfing,Iconic surf break famous for the Rip Curl Pro competition.,$$,8,"surfing,waves,competition,coastal","https://source.unsplash.com/800x600/?Bells,Beach,Australia"
Great Blue Hole,Belize,17.316,-87.5351,Diving,"Giant marine sinkhole, a world-class diving destination.",$$$$,9,"diving,cenote,unique,adventure","https://source.unsplash.com/800x600/?Great,Blue,Hole,Belize"
Sipadan Island,Malaysia,4.115,118.6287,Diving and Snorkeling,Oceanic island with unparalleled marine biodiversity.,$$$$,9,"diving,snorkeling,biodiversity,marine life","https://source.unsplash.com/800x600/?Sipadan,Island,Malaysia"
Gold Coast,Australia,-28.0,153.4167,Surfing,Famous for its long stretches of sandy beaches and consistent surf.,$$,8,"surfing,beaches,coastal,sunshine","https://source.unsplash.com/800x600/?Gold,Coast,Australia"
Abel Tasman National Park,New Zealand,-40.9931,172.8792,Kayaking,Pristine coastal park with golden beaches and clear waters.,$$,7,"kayaking,coastal,beaches,nature","https://source.unsplash.com/800x600/?Abel,Tasman,National,Park,New,Zealand"
Milford Sound,New Zealand,-44.6483,167.9058,Kayaking,Dramatic fjord with towering cliffs and waterfalls.,$$$,8,"kayaking,fjord,scenic,nature","https://source.unsplash.com/800x600/?Milford,Sound,New,Zealand"
Margaret River Region,Australia,-33.9519,115.0841,Surfing,World-class surf breaks known for powerful waves.,$$$,7,"surfing,waves,reef break,coastal","https://source.unsplash.com/800x600/?Margaret,River,Region,Australia"
Fiji (Various Islands),Fiji,-17.7134,178.065,Snorkeling,Archipelago known as the 'Soft Coral Capital of the World'.,$$$,9,"snorkeling,coral reefs,marine life,tropical","https://source.unsplash.com/800x600/?Fiji,Various,Islands,Fiji"
Vanuatu (Various Islands),Vanuatu,-15.9673,167.774,Snorkeling and Diving,Island nation with vibrant coral reefs and unique underwater features.,$$,6,"snorkeling,diving,reefs,volcanic","https://source.unsplash.com/800x600/?Vanuatu,Various,Islands,Vanuatu"
Moai Statues of Rapa Nui (Easter Island),Chile,-27.1167,-109.3667,Explore the vast Rano Raraku quarry and admire the monolithic Moai statues.,Iconic monolithic statues carved by the Rapa Nui people.,$$$,10,"history,archaeology,unique,outdoor","https://source.unsplash.com/800x600/?Moai,Statues,of,Rapa,Nui,Easter,Island,Chile"
Ha'amonga 'a Maui Trilithon,Tonga,-21.0833,-175.15,Visit the 'Stonehenge of the Pacific' and learn about its legendary construction.,"A massive ancient stone trilithon, often called the Stonehenge of the Pacific.",$,6,"history,archaeology,monument,outdoor","https://source.unsplash.com/800x600/?Haamonga,a,Maui,Trilithon,Tonga"
Marae Taputapuatea,French Polynesia,-16.5064,-151.4394,"Explore this UNESCO World Heritage site, a former Polynesian political and ceremonial center.",A significant ancient Polynesian temple complex and UNESCO World Heritage site.,$$,7,"history,culture,UNESCO,spiritual","https://source.unsplash.com/800x600/?Marae,Taputapuatea,French,Polynesia"
Levuka Historical Port Town,Fiji,-17.6783,-178.8372,Wander through Fiji's first colonial capital and explore its well-preserved 19th-century architecture.,"Fiji's former capital, showcasing well-preserved colonial port town architecture.",$$,6,"history,colonial,architecture,UNESCO","https://source.unsplash.com/800x600/?Levuka,Historical,Port,Town,Fiji"
Mulinu'u Peninsula,Samoa,-13.8333,-171.75,Visit the traditional seat of Samoan governance and ancient royal burial sites.,Traditional heart of Samoan governance with historical royal burial sites.,$,5,"history,culture,governance,heritage","https://source.unsplash.com/800x600/?Mulinuu,Peninsula,Samoa"
Rock Islands Southern Lagoon,Palau,7.2333,134.3,Take a boat tour to explore the unique mushroom-shaped limestone islands and marine lakes.,Unique mushroom-shaped limestone islands forming a UNESCO World Heritage site.,$$$,7,"nature,UNESCO,unique,scenic","https://source.unsplash.com/800x600/?Rock,Islands,Southern,Lagoon,Palau"
Abaiang Atoll,Kiribati,1.65,172.9667,"Discover historical landmarks, including the site of the first church in Kiribati.","An atoll with historical landmarks, including the first church in Kiribati.",$,4,"history,culture,religious,island","https://source.unsplash.com/800x600/?Abaiang,Atoll,Kiribati"
Cook Islands National Museum,Cook Islands,-21.2167,-159.7667,"Explore exhibits on Cook Islands culture, history, and traditional artifacts.",Museum showcasing the rich cultural heritage and history of the Cook Islands.,$,4,"museum,culture,history,artifacts","https://source.unsplash.com/800x600/?Cook,Islands,National,Museum,Cook,Islands"
Chief Roi Mata's Domain,Vanuatu,-17.7167,168.3333,"Visit this UNESCO World Heritage site, the burial place and former residence of Chief Roi Mata.",UNESCO World Heritage site featuring the burial grounds and domain of Chief Roi Mata.,$$,6,"history,archaeology,UNESCO,culture","https://source.unsplash.com/800x600/?Chief,Roi,Matas,Domain,Vanuatu"
Rarotonga's Te Vara Nui Village,Cook Islands,-21.2167,-159.7667,Experience a cultural village showcasing Cook Islands traditions with performances and tours.,A cultural village offering insights into Cook Islands traditions and history.,$$$,5,"culture,history,performance,tourism","https://source.unsplash.com/800x600/?Rarotongas,Te,Vara,Nui,Village,Cook,Islands"
Angkor Wat,Cambodia,13.4125,103.8667,Explore the vast temple complex and marvel at its intricate carvings and architecture.,A breathtaking UNESCO World Heritage site and the largest religious monument in the world.,$$,10,"history,architecture,religious,iconic",https://images.unsplash.com/photo-1680960964783-cc3a22c141b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbmdrb3IlMjBXYXQlMjBDYW1ib2RpYXxlbnwwfHx8fDE3NjcxMDgwNTd8MA&ixlib=rb-4.1.0&q=80&w=1080
Borobudur Temple,Indonesia,-7.6101,110.2037,Climb the terraces of this massive Buddhist monument and observe its detailed reliefs.,"The world's largest Buddhist temple, a stunning architectural and spiritual marvel.",$$,9,"religious,history,architecture,spiritual","https://source.unsplash.com/800x600/?Borobudur,Temple,Indonesia"
Hoi An Ancient Town,Vietnam,15.8802,108.3379,"Wander through lantern-lit streets, visit ancient houses, and experience local markets.",A charming UNESCO-listed ancient town with well-preserved architecture and vibrant culture.,$$,8,"historical,cultural,markets,charming",https://images.unsplash.com/photo-1608354802819-c759d54e625c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxIb2klMjBBbiUyMEFuY2llbnQlMjBUb3duJTIwVmlldG5hbXxlbnwwfHx8fDE3NjcxMDgwNTh8MA&ixlib=rb-4.1.0&q=80&w=1080
Luang Prabang,Laos,19.8914,102.1338,Observe the morning alms giving ceremony and explore gilded temples.,"A serene town known for its Buddhist temples, French colonial architecture, and natural beauty.",$$,7,"religious,cultural,serene,nature","https://source.unsplash.com/800x600/?Luang,Prabang,Laos"
Bagan,Myanmar,21.1757,94.8711,Explore thousands of ancient temples and pagodas by e-bike or hot air balloon.,"An archaeological wonder with over 2,000 temples dotting a vast plain.",$$,8,"historical,archaeological,unique,scenic","https://source.unsplash.com/800x600/?Bagan,Myanmar"
Chiang Mai Old City,Thailand,18.788,98.9853,Visit ancient temples within the city walls and explore vibrant night markets.,"A cultural hub in northern Thailand, famous for its temples, markets, and Lanna heritage.",$$,7,"cultural,markets,temples,historical","https://source.unsplash.com/800x600/?Chiang,Mai,Old,City,Thailand"
Batu Caves,Malaysia,3.2274,101.6359,Climb the 272 steps to explore the impressive Hindu shrines within the caves.,A significant religious site with massive limestone caves and a prominent Hindu temple.,$$,7,"religious,cultural,scenic,hiking","https://source.unsplash.com/800x600/?Batu,Caves,Malaysia"
Singapore Botanic Gardens,Singapore,1.3037,103.8237,"Wander through diverse themed gardens, including the National Orchid Garden.",A UNESCO World Heritage site offering a lush green escape with stunning plant collections.,$$,8,"nature,gardens,family-friendly,relaxing","https://source.unsplash.com/800x600/?Singapore,Botanic,Gardens,Singapore"
Intramuros,Philippines,14.5917,120.9774,Explore the historic walled city by Kalesa (horse-drawn carriage) or bamboo bike.,"Manila's historic center, a preserved 16th-century Spanish colonial settlement.",$$,7,"historical,colonial,cityscape,cultural","https://source.unsplash.com/800x600/?Intramuros,Philippines"
National Museum of Indonesia,Indonesia,-6.1957,106.8238,"Discover vast collections of Indonesian art, history, and cultural artifacts.",Jakarta's premier museum housing treasures from Indonesia's rich past.,$$,6,"museum,history,cultural,art","https://source.unsplash.com/800x600/?National,Museum,of,Indonesia,Indonesia"
Zhangjiajie National Forest Park,China,29.2783,110.4694,Hiking and zip-lining,"Iconic sandstone pillars and lush landscapes, famous for Avatar's inspiration.",$$,9,"hiking,zip-lining,nature,scenic","https://source.unsplash.com/800x600/?Zhangjiajie,National,Forest,Park,China"
Mount Fuji,Japan,35.3606,138.7274,Climbing and hiking,"Japan's tallest and most iconic stratovolcano, offering stunning summit views.",$$$,10,"hiking,climbing,iconic,volcano",https://images.unsplash.com/photo-1526481280693-3bfa7568e0f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxNb3VudCUyMEZ1amklMjBKYXBhbnxlbnwwfHx8fDE3NjcxMDczNjN8MA&ixlib=rb-4.1.0&q=80&w=1080
Tiger Leaping Gorge,China,27.2349,100.1262,Hiking,"One of the world's deepest canyons, offering spectacular river views.",$$,7,"hiking,trekking,canyon,adventure","https://source.unsplash.com/800x600/?Tiger,Leaping,Gorge,China"
Kenting National Park,Taiwan,21.98,120.797,Hiking and zip-lining,"Taiwan's southernmost national park, known for tropical climate and beaches.",$$,6,"hiking,zip-lining,beach,tropical","https://source.unsplash.com/800x600/?Kenting,National,Park,Taiwan"
Bagan,Myanmar,21.1725,94.86,Climbing (temples) and hiking,Ancient city with thousands of temples offering sunrise and sunset views.,$,7,"hiking,climbing,temples,history","https://source.unsplash.com/800x600/?Bagan,Myanmar"
Ha Long Bay,Vietnam,20.9367,107.1549,Kayaking and zip-lining,Karst seascape with thousands of limestone islands and islets.,$$$,9,"kayaking,zip-lining,scenic,islands","https://source.unsplash.com/800x600/?Ha,Long,Bay,Vietnam"
Mount Kinabalu,Malaysia,6.075,116.5586,Climbing and hiking,"Highest peak in Malaysia and Southeast Asia, offering diverse biodiversity.",$$$,8,"climbing,hiking,mountain,biodiversity","https://source.unsplash.com/800x600/?Mount,Kinabalu,Malaysia"
"El Nido, Palawan",Philippines,11.1444,119.3968,Zip-lining and hiking,Stunning limestone karst landscape with pristine beaches and clear waters.,$$$,7,"zip-lining,hiking,islands,beaches","https://source.unsplash.com/800x600/?El,Nido,Palawan,Philippines"
"Taejongdae Park, Busan",South Korea,35.0756,129.0748,Zip-lining,Coastal park with dramatic cliffs and a thrilling zipline over the sea.,$$,5,"zip-lining,coastal,views,thrill","https://source.unsplash.com/800x600/?Taejongdae,Park,Busan,South,Korea"
Naejangsan National Park,South Korea,35.4589,126.8865,Hiking,Famous for its vibrant autumn foliage and beautiful mountain scenery.,$,4,"hiking,nature,fall_foliage,scenic","https://source.unsplash.com/800x600/?Naejangsan,National,Park,South,Korea"
Sir Bani Yas Island Wildlife Reserve,United Arab Emirates,24.3333,52.6,"Safari drives to observe Arabian oryx, giraffes, and gazelles",A protected island sanctuary with diverse wildlife and natural landscapes.,$$$,7,"wildlife,safari,nature,conservation","https://source.unsplash.com/800x600/?Sir,Bani,Yas,Island,Wildlife,Reserve,United,Arab,Emirates"
Wadi Rum Protected Area,Jordan,29.555857,35.407471,Jeep tours and Bedouin camping under the stars,A stunning desert landscape of sandstone mountains and red sands.,$$,8,"desert,adventure,stargazing,culture","https://source.unsplash.com/800x600/?Wadi,Rum,Protected,Area,Jordan"
Ras Mohammed National Park,Egypt,27.76944,34.20972,Scuba diving and snorkeling among vibrant coral reefs,A marine protected area renowned for its rich underwater biodiversity.,$$$,8,"diving,snorkeling,marine life,red sea","https://source.unsplash.com/800x600/?Ras,Mohammed,National,Park,Egypt"
Arabian Oryx Sanctuary,Oman,19.5,54.333,"Wildlife viewing, focusing on the endangered Arabian oryx",A vast protected area dedicated to conserving the Arabian oryx.,$$$,6,"wildlife,conservation,desert,nature","https://source.unsplash.com/800x600/?Arabian,Oryx,Sanctuary,Oman"
Jebel Hafeet National Park,United Arab Emirates,24.078607,55.778175,Hiking and exploring natural caves with unique rock formations,A mountain park offering scenic views and geological wonders.,$$,5,"hiking,nature,geology,views","https://source.unsplash.com/800x600/?Jebel,Hafeet,National,Park,United,Arab,Emirates"
Aqaba Marine Park,Jordan,29.465833,34.975278,Diving and snorkeling in the Red Sea's northernmost coral reefs,A marine reserve protecting diverse coral ecosystems.,$$$,6,"marine life,diving,snorkeling,red sea","https://source.unsplash.com/800x600/?Aqaba,Marine,Park,Jordan"
Mangrove National Park,United Arab Emirates,24.545114,54.485224,"Kayaking through lush mangrove forests, bird watching",A vital coastal ecosystem supporting rich biodiversity.,$$,5,"kayaking,birdwatching,nature,ecosystem","https://source.unsplash.com/800x600/?Mangrove,National,Park,United,Arab,Emirates"
Al Jabal al Akhdar,Oman,23.1,57.4,Hiking mountain trails with panoramic views and exploring terraced villages,"Known as the 'Green Mountain', offering cooler climates and stunning landscapes.",$$,6,"hiking,mountains,nature,views","https://source.unsplash.com/800x600/?Al,Jabal,al,Akhdar,Oman"
Musandam Peninsula,Oman,26.1917,56.3785,Dhow cruises to observe marine life and explore fjords,The 'Norway of the Middle East' with dramatic fjords and rich marine ecosystems.,$$$,6,"marine life,fjords,boat trip,nature","https://source.unsplash.com/800x600/?Musandam,Peninsula,Oman"
Dana Biosphere Reserve,Jordan,30.675,35.5917,Trekking through diverse landscapes and wildlife spotting,"Jordan's largest nature reserve, featuring diverse ecosystems and wildlife.",$$,5,"hiking,wildlife,nature,conservation","https://source.unsplash.com/800x600/?Dana,Biosphere,Reserve,Jordan"
